"";"volumeInfo.title";"volumeInfo.authors";"volumeInfo.publisher";"volumeInfo.publishedDate";"volumeInfo.description";"volumeInfo.pageCount";"volumeInfo.printType";"volumeInfo.categories";"volumeInfo.maturityRating";"volumeInfo.allowAnonLogging";"volumeInfo.contentVersion";"volumeInfo.language";"volumeInfo.previewLink";"volumeInfo.infoLink";"volumeInfo.canonicalVolumeLink";"volumeInfo.averageRating";"volumeInfo.ratingsCount";"volumeInfo.subtitle";"volumeInfo.readingModes.text";"volumeInfo.readingModes.image";"volumeInfo.imageLinks.smallThumbnail";"volumeInfo.imageLinks.thumbnail";"volumeInfo.panelizationSummary.containsEpubBubbles";"volumeInfo.panelizationSummary.containsImageBubbles"
"75";"Le Dieu du carnage";"Yasmina Reza";"Albin Michel";"2009-01-14";"« On a voulu être sympathiques, on a acheté des tulipes, ma femme m'a déguisé en type de gauche, mais la vérité est que je n'ai aucun self-control, je suis un caractériel pur »La pièce Le Dieu du carnage a été créée le 25 janvier 2008 au théâtre Antoine avec Isabelle Huppert, dans une mise en scène de l'auteur.« Une manière très moderne et très séduisante d'incarner comme aucune voix en France actuellement, les meilleures traditions de la littérature française. »Tilman Krause, Die Welt.« Brillantissime. On en ressort avec une tension élevée, en ayant ri aux larmes. »Christine Dössel, Süddeutsche Zeitung.« On peut prédire à cette pièce un destin triomphal. »Matthias Heine, Die Welt.« En trois mots : une pièce géniale. »Gerhard Stadelmaier, Frankfurter Allgemeine Zeitung.« Yasmina Reza s'élève au-dessus des genres. Comme Tchékhov, Wilde ou Schnitzler, elle campe sur le grand champ de bataille de la comédie. »Tagespiegel.« La quintessence de l'esprit de finesse. »Luc Ferry, LCI.« Elle en dit plus sur notre société que tous les graves essayistes de notre temps. Notre meilleur auteur de comédie contemporain. »Étienne de Montety, Le Figaro.« Extraordinaire dialoguiste, elle renoue ici avec la verve qui avait enthousiasmé les lecteurs d'Art. »Frank Nouchi, Le Monde.« Yasmina Reza sait saisir les secondes éternelles. »Marie-Laure Delorme, JDD.« À partir de situations somme toute banales de notre univers quotidien, elle parvient à monter des mayonnaises effrayantes, à transformer des gens civilisés en minables barbares, grâce à l'arme fatale des mots. »Marie Chaudey, La Vie.« Un huis-clos qui se lit comme un roman... Reza sait fort bien mettre le doigt là ou ça fait mal, mais aussi nous faire rire. »Femme Actuelle.« Envie d'une lecture courte, forte et acide, qui se dévore d'une traite ? Vous serez comblé par ce petit livre jouissif. »Psychologies.« Une explosive danse de mort au burlesque leitmotiv Une lucidité ravageuse qui lie petite et grande histoire, philosophie et divertissement, Ionesco et Sarraute. Un électrique plaisir de lecture. »Fabienne Pascaud, Télérama.« Drôle et perfide. »Odile Quirot, Le Nouvel Observateur.« Très cruel et très drôle. »Jérôme Serri, L'Express.« Un acte de plus, et de plus en plus sec, dans son imparable drôlerie, à la grande comédie que Reza construit sur notre impuissance à aimer. »Gilles Costaz, Les Échos";128;"BOOK";"Fiction";"NOT_MATURE";TRUE;"0.2.2.0.preview.3";"fr";"http://books.google.fr/books?id=guXtErSzQaUC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=75&source=gbs_api";"https://play.google.com/store/books/details?id=guXtErSzQaUC&source=gbs_api";"https://market.android.com/details?id=book-guXtErSzQaUC";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=guXtErSzQaUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=guXtErSzQaUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"76";"Les cerfs-volants";"Romain Gary";"Editions Gallimard";"2013-05-02T10:24:46+02:00";"Pour Ludo le narrateur, l'unique amour de sa vie commence à l'âge de dix ans, en 1930, lorsqu'il aperçoit dans la forêt de sa Normandie natale la petite Lila Bronicka, aristocrate polonaise passant ses vacances avec ses parents. Depuis la mort des siens, le jeune garçon a pour tuteur son oncle Ambroise Fleury dit le facteur timbré parce qu'il fabrique de merveilleux cerfs-volants connus dans le monde entier. Doué de l'exceptionnelle mémoire historique de tous les siens, fidèle aux valeurs de l'enseignement public obligatoire, le petit Normand n'oubliera jamais Lila. Il essai de s'en rendre digne, étudie, souffre de jalousie à cause du bel Allemand Hans von Schwede, devient le secrétaire du comte Bronicki avant le départ de la famille en Pologne, où il les rejoint au mois de juin 1939, juste avant l'explosion de la Seconde Guerre mondiale qui l'oblige à rentrer en France. Alors la séparation commence pour les très jeunes amants... Pour traverser les épreuves, défendre son pays et les valeurs humaines, pour retrouver son amour, Ludo sera toujours soutenu par l'image des grands cerfs-volants, leur symbole d'audace, de poésie et de liberté inscrit dans le ciel.";384;"BOOK";"Fiction";"NOT_MATURE";TRUE;"0.35.30.0.preview.3";"fr";"http://books.google.fr/books?id=vDOecFkaBAoC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=76&source=gbs_api";"https://play.google.com/store/books/details?id=vDOecFkaBAoC&source=gbs_api";"https://market.android.com/details?id=book-vDOecFkaBAoC";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=vDOecFkaBAoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=vDOecFkaBAoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"77";"La captive des Krinars";"Anna Zaires,Dima Zales";"Mozaika LLC";"2017-01-31";"Une nouvelle histoire d’amour autonome de l’auteure à succès du New York Times de L’Enlèvement et Les Chroniques Krinar Emily Ross ne pensait jamais survivre à sa chute mortelle dans la jungle costaricaine, et elle ne pensait jamais qu’elle s’éveillerait dans une insolite demeure futuriste, captive de l’homme le plus magnifique qu’elle ait jamais vu. Un homme qui semble plus qu’humain… Zaron est sur Terre pour préparer l’invasion des Krinars… et pour oublier la terrible tragédie qui a déchiré sa vie. Pourtant, lorsqu’il découvre le corps brisé d’une jeune humaine, tout change. Pour la première fois depuis des années, il ressent autre chose que de la rage et de la souffrance, et Emily en est la cause. La laisser partir compromettrait sa mission, mais la garder pourrait le détruire à nouveau. REMARQUE : Il s’agit d’une longue histoire d’amour autonome qui se déroule environ cinq ans avant la trilogie Les Chroniques Krinar (l’histoire de Mia et Korum). Il n’est pas nécessaire d’avoir lu la trilogie pour lire cette histoire.";NA;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.2.2.0.preview.3";"fr";"http://books.google.fr/books?id=XVTVDQAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=77&source=gbs_api";"https://play.google.com/store/books/details?id=XVTVDQAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-XVTVDQAAQBAJ";NA;NA;"";TRUE;TRUE;"http://books.google.com/books/content?id=XVTVDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=XVTVDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"78";"L'incolore Tsukuru Tazaki et ses années de pèlerinage";"Haruki MURAKAMI";"Belfond";"2014-09-04";"Après le phénoménal succès de la trilogie 1Q84, le grand retour d'Haruki Murakami pour une œuvre plus "" réaliste "", nostalgique et grave, qui fait écho aux premiers titres du maître, La Ballade de l'impossible notamment. Depuis le mois de juillet de sa deuxième année d'université jusqu'au mois de janvier de l'année suivante, Tsukuru Tazaki vécut en pensant presque exclusivement à la mort. À Nagoya, ils étaient cinq amis inséparables. L'un, Akamatsu, était surnommé Rouge ; Ômi était Bleu ; Shirane était Blanche et Kurono, Noire. Tsukuru Tazaki, lui, était sans couleur. Tsukuru est parti à Tokyo pour ses études ; les autres sont restés. Un jour, ils lui ont signifié qu'ils ne voulaient plus jamais le voir. Sans aucune explication. Lui-même n'en a pas cherché. Pendant seize ans, Tsukuru a vécu comme Jonas dans le ventre de la baleine, comme un mort qui n'aurait pas encore compris qu'il était mort. Il est devenu architecte, il dessine des gares. Et puis Sara est entrée dans sa vie. Tsukuru l'intrigue mais elle le sent hors d'atteinte, comme séparé du monde par une frontière invisible. Vivre sans amour n'est pas vivre. Alors, Tsukuru Tazaki va entamer son pèlerinage. À Nagoya. Et en Finlande. Pour confronter le passé et tenter de comprendre ce qui a brisé le cercle. Après la trilogie 1Q84, une œuvre nostalgique et grave qui fait écho aux premiers titres du maître, La Ballade de l'impossible notamment.";253;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.2.1.0.preview.3";"fr";"http://books.google.fr/books?id=ufRNBAAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=78&source=gbs_api";"https://play.google.com/store/books/details?id=ufRNBAAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-ufRNBAAAQBAJ";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=ufRNBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=ufRNBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"79";"La Peste";"Albert Camus";"Editions Gallimard";"2012-02-03T00:00:00+01:00";"""C'est moi qui remplace la peste"", s'écriait Caligula, l'empereur dément. Bientôt, la ""peste brune"" déferlait sur l'Europe dans un grand bruit de bottes. France déchirée aux coutures de Somme et de Loire, troupeaux de prisonniers, esclaves voués par millions aux barbelés et aux crématoires, La Peste éternise ces jours de ténèbres, cette ""passion collective"" d'une Europe en folie, détournée comme Oran de la mer et de sa mesure. Sans doute la guerre accentue-t-elle la séparation, la maladie, l'insécurité. Mais ne sommes-nous pas toujours plus ou moins séparés, menacés, exilés, rongés comme le fruit par le ver ? Face aux souffrances comme à la mort, à l'ennui des recommencements, La Peste recense les conduites ; elle nous impose la vision d'un univers sans avenir ni finalité, un monde de la répétition et de l'étouffante monotonie, où le drame même cesse de paraître dramatique et s'imprègne d'humour macabre, où les hommes se définissent moins par leur démarche, leur langage et leur poids de chair que par leurs silences, leurs secrètes blessures, leurs ombres portées et leurs réactions aux défis de l'existence. La Peste sera donc, au gré des interprétations, la ""chronique de la résistance"" ou un roman de la permanence, le prolongement de L'Étranger ou ""un progrès"" sur L'Étranger, le livre des ""damnés"" et des solitaires ou le manuel du relatif et de la solidarité - en tout cas, une œuvre pudique et calculée qu'Albert Camus douta parfois de mener à bien, au cours de sept années de gestation, de maturation et de rédaction difficiles...";288;"BOOK";"Fiction";"NOT_MATURE";TRUE;"3.35.28.0.preview.3";"fr";"http://books.google.fr/books?id=AUTxQ3Elx1YC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=79&source=gbs_api";"https://play.google.com/store/books/details?id=AUTxQ3Elx1YC&source=gbs_api";"https://market.android.com/details?id=book-AUTxQ3Elx1YC";3;2;NA;TRUE;TRUE;"http://books.google.com/books/content?id=AUTxQ3Elx1YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=AUTxQ3Elx1YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"80";"Cinna";"Pierre Corneille,Ligaran,";"Ligaran";"2015-02-04";"Extrait : ""EMILIE : Au milieu toutefois d'une fureur si juste, J'aime encor plus Cinna que je ne hais Auguste, Et je sens refroidir ce bouillant mouvement Quand il faut, pour le suivre, exposer mon amant. Oui, Cinna, contre moi, moi-même je m'irrite Quand je songe aux dangers où je te précipite.""";59;"BOOK";"Drama";"NOT_MATURE";FALSE;"1.8.9.0.preview.3";"fr";"http://books.google.fr/books?id=bQ3lCQAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=80&source=gbs_api";"https://play.google.com/store/books/details?id=bQ3lCQAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-bQ3lCQAAQBAJ";NA;NA;"ou la Clémence d'Auguste";TRUE;TRUE;"http://books.google.com/books/content?id=bQ3lCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=bQ3lCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"81";"Douces déroutes";"Yanick Lahens";"Sabine Wespieser éditeur";"2018-01-04T00:00:00+01:00";"À Port-au-Prince, la violence n’est jamais totale. Elle trouve son pendant dans une « douceur suraigu<U+B83B>, douceur qui submerge Francis, un journaliste français, un soir au Korosòl Resto-Bar, quand s’élève la voix cassée et profonde de la chanteuse, Brune. Le père de Brune, le juge Berthier, a été assassiné, coupable d’être resté intègre dans la ville où tout s’achète. À l’annonce de la mort de ce père qui lui a appris à « ne jamais souiller son regard », la raison de sa fille a manqué basculer. Six mois après cette disparition, tout son être refuse encore de consentir à la résignation. Son oncle Pierre n’a pas non plus renoncé à élucider ce crime toujours impuni. Après de longues années passées à l’étranger, où ses parents l’avaient envoyé très jeune – l’homosexualité n’était pas bien vue dans la petite bourgeoisie –, il vit reclus dans sa maison, heureux de rassembler ses amis autour de sa table les samedis. Aux côtés de Brune et de Pierre ; d’Ézéchiel, le poète prêt à tout pour échapper à son quartier misérable ; de Nerline, militante des droits des femmes ; de Waner, non-violent convaincu ; de Ronny l’Américain, chez lui en Haïti comme dans une seconde patrie, et de Francis, Yanick Lahens nous entraîne dans une intrigue haletante. Au rythme d’une écriture rapide, électrique, syncopée, comme nourrissant sa puissance des entrailles de la ville, elle dévoile peu à peu, avec une bouleversante tendresse, l’intimité de chacun. Tout en douceur, elle les accompagne vers l’inévitable déroute de leur condition d’êtres humains. Russell Banks l’affirme dans sa préface à l’édition américaine de Bain de lune : « Ce qui est indéniablement vrai des personnages de Lahens l’est indéniablement pour chacun d’entre nous. »";232;"BOOK";"Fiction";"NOT_MATURE";FALSE;"1.1.1.0.preview.3";"fr";"http://books.google.fr/books?id=F3JGDwAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=81&source=gbs_api";"https://play.google.com/store/books/details?id=F3JGDwAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-F3JGDwAAQBAJ";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=F3JGDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=F3JGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"82";"Paris est une fête";"Ernest Hemingway";"Editions Gallimard";"2012-10-25T00:00:00+02:00";"Au cours de l’été 1957, Hemingway commença à travailler sur les ""Vignettes parisiennes"", comme il appelait alors Paris est une fête. Il y travailla à Cuba et à Ketchum, et emporta même le manuscrit avec lui en Espagne pendant l’été 59, puis à Paris, à l’automne de cette même année. Le livre, qui resta inachevé, fut publié de manière posthume en 1964. Pendant les trois années, ou presque, qui s’écoulent entre la mort de l’auteur et la première publication, le manuscrit subit d’importants amendements de la main des éditeurs. Se trouve aujourd’hui restitué et présenté pour la première fois le texte manuscrit original tel qu’il était au moment de la mort de l’écrivain en 1961. Ainsi, ""Le poisson-pilote et les riches"", l’un des textes les plus personnels et intéressants, retrouve ici ces passages, supprimés par les premiers éditeurs, dans lesquels Hemingway assume la responsabilité d'une rupture amoureuse, exprime ses remords ou encore parle de ""l’incroyable bonheur"" qu’il connut avec Pauline, sa deuxième épouse. Quant à ""Nada y pues nada"", autre texte inédit et capital, écrit en trois jours en 1961, il est le reflet de l’état d’esprit de l’écrivain au moment de la rédaction, trois semaines seulement avant une tentative de suicide. Hemingway y déclare qu’il était né pour écrire, qu’il ""avait écrit et qu’il écrirait encore""...";351;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.30.30.0.preview.3";"fr";"http://books.google.fr/books?id=lqx4JVGMbXgC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=82&source=gbs_api";"https://play.google.com/store/books/details?id=lqx4JVGMbXgC&source=gbs_api";"https://market.android.com/details?id=book-lqx4JVGMbXgC";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=lqx4JVGMbXgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=lqx4JVGMbXgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"83";"Gros-Câlin";"Romain Gary,Émile Ajar";"Editions du Mercure de France";"2013-04-12T00:00:00+02:00";"Nouvelle édition augmentée de la fin initialement souhaitée par l'auteur, établie, présentée et annotée par Jean-François Hangouët";287;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.22.19.0.preview.3";"fr";"http://books.google.fr/books?id=cDvRYjMC2FEC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=83&source=gbs_api";"https://play.google.com/store/books/details?id=cDvRYjMC2FEC&source=gbs_api";"https://market.android.com/details?id=book-cDvRYjMC2FEC";4;2;NA;TRUE;TRUE;"http://books.google.com/books/content?id=cDvRYjMC2FEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=cDvRYjMC2FEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"84";"Mille soleils splendides";"Khaled HOSSEINI";"Belfond";"2015-02-19";"Après l'immense succès des Cerfs-volants de Kaboul : le nouveau roman de Khaled Hosseini. Sur fond de chaos et de violence dans un Afghanistan déchiré par cinquante ans de conflits, l'histoire bouleversante de deux femmes dont les destins s'entremêlent, un chant d'amour poignant à une terre sacrifiée et à une ville : Kaboul. Forcée d'épouser un homme de trente ans son aîné, Mariam ne parvient pas à lui donner un fils. Après dix-huit années de soumission à cet homme brutal, elle doit endurer une nouvelle épreuve : l'arrivée sous son propre toit de Laila, une petite voisine de quatorze ans. Enceinte, Laila met au monde une fille. D'abord rongée par la jalousie, Mariam va finir par trouver une alliée en sa rivale. Toutes deux victimes de la violence et de la misogynie de leur mari, elles vont unir leur courage pour tenter de fuir l'Afghanistan.Mais parviendront-elles jamais à s'arracher à cette terre afghane sacrifiée, et à leur ville, Kaboul, celle qui dissimulait autrefois derrière ses murs "" mille soleils splendides "" ?";364;"BOOK";"Fiction";"NOT_MATURE";TRUE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=QOGgBgAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=84&source=gbs_api";"https://play.google.com/store/books/details?id=QOGgBgAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-QOGgBgAAQBAJ";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=QOGgBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=QOGgBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"85";"La Trilogie du Cimetière des Livres oubliés - Intégrale";"Carlos Ruiz ZAFÓN";"Robert Laffont";"2013-11-21";"La trilogie best-seller de Carlos Ruiz Zafón réunie pour la première fois dans une édition numérique intégrale ! Dans les ruelles sombres de Barcelone, le Cimetière des Livres Oubliés est un lieu mystérieux où reposent des centaines de milliers de livres... L'Ombre du vent. Dans la Barcelone de l'après-guerre civile, "" ville des Prodiges "" marquée par la défaite, la vie est difficile, les haines rôdent toujours. Par un matin brumeux de 1945, un homme emmène son petit garçon Daniel Sempere dans un lieu mystérieux du quartier Gothique : le Cimetière des livres oubliés. L'enfant, qui rêve toujours de sa mère morte, est ainsi convié par son père, modeste boutiquier de livres d'occasion, à un étrange rituel qui se transmet de génération en génération : il doit y "" adopter "" un volume parmi des centaines de milliers. Là, il rencontre le livre qui va changer le cours de sa vie, le marquer à jamais et l'entraîner dans un labyrinthe d'aventures et de secrets "" enterrés dans l'âme de la ville "" : L'Ombre du vent. Le Jeu de l'ange. Années 1920. David Martin, jeune journaliste, écrit des feuilletons sous pseudonyme qui rencontrent un énorme succès. Mais après quelques années, à bout de force, David va renoncer. Ses éditeurs lui accordent neuf mois pour écrire son propre roman. Celui-ci, boudé par la critique et sabordé par les éditeurs, est un échec. Son ami libraire, Sempere, choisit ce moment pour l'emmener au Cimetière des livres oubliés, où David dépose le sien. Puis arrive une offre extraordinaire : un éditeur parisien, Corelli, lui propose, moyennant cent mille francs, une fortune, de créer un texte fondateur, sorte de nouvelle Bible, "" une histoire pour laquelle les hommes seraient capables de vivre et de mourir, de tuer et d'être tués, d'offrir leur âme "". Du jour où il accepte ce contrat, une étrange mécanique du meurtre se met en place autour de David. En vendant sa liberté d'écrivain, aurait-il vendu son âme au diable ? Épouvanté et fasciné, David se lance dans une enquête sur ce curieux éditeur, dont les pouvoirs semblent transcender le temps et l'espace. Le Prisonnier du ciel. Noël 1957. À la librairie Sempere, un inquiétant personnage achète un exemplaire du Comte de Monte Cristo. Puis il l'offre à Fermín, ami de toujours de Daniel Sempere, accompagné d'une menaçante dédicace. La vie de Fermín vole alors en éclats. Qui est cet inconnu ? De quels abîmes du passé surgit-il ? Interrogé par Daniel, Fermín révèle ce qu'il a toujours caché. Il raconte la terrible prison de Montjuïc en 1939. Une poignée d'hommes condamnés à mourir lentement dans cette antichambre de l'enfer. Parmi eux Fermín et David Martín, l'auteur de La Ville des maudits. Une évasion prodigieuse et un objet volé... Dix-huit ans plus tard, quelqu'un crie vengeance. Des mensonges enfouis refont surface, des ombres oubliées se mettent en mouvement, la peur et la haine rôdent. Edition disponible jusqu'au 31 janvier 2014.";1319;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.2.1.0.preview.3";"fr";"http://books.google.fr/books?id=WRwWAgAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=85&source=gbs_api";"https://play.google.com/store/books/details?id=WRwWAgAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-WRwWAgAAQBAJ";NA;NA;"L'Ombre du vent, Le Jeu de l'ange et Le Prisonnier du ciel";TRUE;TRUE;"http://books.google.com/books/content?id=WRwWAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=WRwWAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"86";"L'Étrange histoire de Benjamin Button";"Francis Scott Fitzgerald";"NeoBook";"2013-10-03";"Jamais Roger Button n'aurait pensé que la seule évocation de son nom puisse, un jour, faire trembler d'effroi un hôpital voire une ville tout entière... Et pourtant... En ce matin de septembre 1860 M. Button, n'en croit pas ses yeux. En pleine maternité, se dresse dans le berceau de son nouveau-né tant attendu, un homme de 70 ans à la barbe vénérable ! Et il s'agit bien de son fils ! Après cette entrée en fanfare dans la vie, Benjamin Button ne pouvait mener une existence comme les autres : né vieillard, il va vieillir jeune, à rebours des autres, de la nature, des ans. Il va voir ses parents se voûter, s'éteindre, sa jeune femme s'empâter et décliner tandis qu'il va retrouver peu à peu santé, vigueur, s'illustrer brillamment à la guerre, courir les fêtes et les mondanités... Au bout du voyage ? Une histoire étrange, extraordinaire et... le néant.";NA;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.3.3.0.preview.3";"fr";"http://books.google.fr/books?id=xb4RCwAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=86&source=gbs_api";"https://play.google.com/store/books/details?id=xb4RCwAAQBAJ&source=gbs_api";"https://market.android.com/details?id=book-xb4RCwAAQBAJ";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=xb4RCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=xb4RCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"87";"Le rapport de Brodeck";"Philippe Claudel";"Stock";"2007-08-22";"Le métier de Brodeck n’est pas de raconter des histoires. Son activité consiste à établir de brèves notices sur l’état de la flore, des arbres, des saisons et du gibier, de la neige et des pluies, un travail sans importance pour son administration. Brodeck ne sait même pas si ses rapports parviennent à destination. Depuis la guerre, les courriers fonctionnent mal, il faudra beaucoup de temps pour que la situation s’améliore. « On ne te demande pas un roman, c’est Rudi Gott, le maréchal-ferrant du village qui a parlé, tu diras les choses, c’est tout, comme pour un de tes rapports. » Brodeck accepte. Au moins d’essayer. Comme dans ses rapports, donc, puisqu’il ne sait pas s’exprimer autrement. Mais pour cela, prévient-il, il faut que tout le monde soit d’accord, tout le village, tous les hameaux alentour. Brodeck est consciencieux à l’extrême, il ne veut rien cacher de ce qu’il a vu, il veut retrouver la vérité qu’il ne connait pas encore. Même si elle n’est pas bonne à entendre. « A quoi cela te servirait-il Brodeck ? s’insurge le maire du village. N’as-tu pas eu ton lot de morts à la guerre ? Qu’est-ce qui ressemble plus à un mort qu’un autre mort, tu peux me le dire ? Tu dois consigner les événements, ne rien oublier, mais tu ne dois pas non plus ajouter de détails inutiles. Souviens-toi que tu seras lu par des gens qui occupent des postes très importants à la capitale. Oui, tu seras lu même si je sens que tu en doutes... » Brodeck a écouté la mise en garde du maire. Ne pas s’éloigner du chemin, ne pas chercher ce qui n’existe pas ou ce qui n’existe plus. Pourtant, Brodeck fera exactement le contraire. PRIX GONCOURT DES LYCEENS 2007 (12/11/2007)";414;"BOOK";"Fiction";"NOT_MATURE";TRUE;"1.3.3.0.preview.3";"fr";"http://books.google.fr/books?id=YDvRF6Vc9_sC&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=87&source=gbs_api";"https://play.google.com/store/books/details?id=YDvRF6Vc9_sC&source=gbs_api";"https://market.android.com/details?id=book-YDvRF6Vc9_sC";NA;NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=YDvRF6Vc9_sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=YDvRF6Vc9_sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
