"";"volumeInfo.title";"volumeInfo.publisher";"volumeInfo.publishedDate";"volumeInfo.description";"volumeInfo.pageCount";"volumeInfo.printType";"volumeInfo.categories";"volumeInfo.maturityRating";"volumeInfo.allowAnonLogging";"volumeInfo.contentVersion";"volumeInfo.language";"volumeInfo.previewLink";"volumeInfo.infoLink";"volumeInfo.canonicalVolumeLink";"volumeInfo.subtitle";"volumeInfo.authors";"volumeInfo.averageRating";"volumeInfo.ratingsCount";"volumeInfo.readingModes.text";"volumeInfo.readingModes.image";"volumeInfo.imageLinks.smallThumbnail";"volumeInfo.imageLinks.thumbnail";"volumeInfo.panelizationSummary.containsEpubBubbles";"volumeInfo.panelizationSummary.containsImageBubbles"
"71";"Le mouvement paysan dans le Schleswig-Holstein, 1928-1932";"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften";"1986";"Cette etude essentiellement historique du mouvement de revolte paysanne qui a agite entre 1928 et 1932 le Schleswig-Holstein, a ete realisee a partir de nombreux documents d'archives. C'est une crise agricole sans precedent qui est a l'origine de ce mouvement dont Claus Heim, le -general-paysan-, prend la tete et qui, pendant deux ans, multiplie manifestations et attentats a l'explosif. Les interrogations qu'il suscite depassent cependant largement le cadre de l'histoire economique du Schleswig-Holstein. Son developpement coincide en effet dans le temps avec la formidable progression du parti national-socialiste dans les milieux ruraux de cette province qui sera, en juillet 1932, la premiere region d'Allemagne a voter a la majorite absolue pour le NSDAP. L'auteur, apres avoir retrace les principales etapes de la revolte des agriculteurs, s'attache a en montrer l'originalite et s'interroge sur le lien qui peut exister entre le mouvement paysan et l'evolution des milieux ruraux en direction du NSDAP.""";364;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=q9fUAAAACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=71&source=gbs_api";"http://books.google.fr/books?id=q9fUAAAACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Le_mouvement_paysan_dans_le_Schleswig_Ho.html?hl=&id=q9fUAAAACAAJ";NA;"Michelle Le Bars";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=q9fUAAAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=q9fUAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"72";"L'Agronome";NA;"1834";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.3.1.0.full.1";"fr";"http://books.google.fr/books?id=WQdFAAAAYAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=72&source=gbs_api";"https://play.google.com/store/books/details?id=WQdFAAAAYAAJ&source=gbs_api";"https://market.android.com/details?id=book-WQdFAAAAYAAJ";"journal mensuel d'agriculture, d'horticulture, d'économie domestique, d'économie rurale, forestière, etc";"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=WQdFAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=WQdFAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"73";"Economie Du Bois, Alimentation Vegetale Et Structures de Sto";NA;"2015";NA;473;"BOOK";"";"NOT_MATURE";FALSE;"preview-1.0.0";"en";"http://books.google.fr/books?id=QhRJjgEACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=73&source=gbs_api";"http://books.google.fr/books?id=QhRJjgEACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Economie_Du_Bois_Alimentation_Vegetale_E.html?hl=&id=QhRJjgEACAAJ";NA;"Anne Bouchette,Jean-Michel Beausoleil";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=QhRJjgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=QhRJjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"74";"Études statistiques sur Rome et la partie occidentale des états romains";NA;"1831";NA;375;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.2.2.0.full.1";"fr";"http://books.google.fr/books?id=x4E5AAAAcAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=74&source=gbs_api";"https://play.google.com/store/books/details?id=x4E5AAAAcAAJ&source=gbs_api";"https://market.android.com/details?id=book-x4E5AAAAcAAJ";"contenant une description topographique et des rechêrches sur la population, l'agriculture, les manufactures, le commerce, le gouvernement, les établissemens publics; et une notice sur les travaux exécutés par l'administration française";"Camille comte de Tournon";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=x4E5AAAAcAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=x4E5AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"75";"Voyages d'un philosophe ou observations sur les moeurs & les arts des peuples de l'Afrique, de l'Asie et de l'Amérique";NA;"1768";NA;142;"BOOK";"Africa";"NOT_MATURE";FALSE;"1.0.0.0.full.1";"fr";"http://books.google.fr/books?id=IQ3IVC_mcMgC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=75&source=gbs_api";"https://play.google.com/store/books/details?id=IQ3IVC_mcMgC&source=gbs_api";"https://market.android.com/details?id=book-IQ3IVC_mcMgC";NA;"Pierre Poivre";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=IQ3IVC_mcMgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=IQ3IVC_mcMgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"76";"The Economics of Conserving Agricultural Biodiversity On-farm";"Bioversity International";"2002-06-30";NA;73;"BOOK";"Business & Economics";"NOT_MATURE";FALSE;"0.1.3.0.preview.3";"en";"http://books.google.fr/books?id=bmTpCPffHUsC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=76&source=gbs_api";"http://books.google.fr/books?id=bmTpCPffHUsC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/The_Economics_of_Conserving_Agricultural.html?hl=&id=bmTpCPffHUsC";NA;"Melinda Smale,István Már,Devra I. Jarvis";NA;NA;TRUE;TRUE;"http://books.google.com/books/content?id=bmTpCPffHUsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=bmTpCPffHUsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"77";"Maison rustique du XIXe siècle";NA;"1836";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.1.0.full.1";"fr";"http://books.google.fr/books?id=l3tBAAAAcAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=77&source=gbs_api";"https://play.google.com/store/books/details?id=l3tBAAAAcAAJ&source=gbs_api";"https://market.android.com/details?id=book-l3tBAAAAcAAJ";"encyclopédie d'agriculture pratique ... cours élémentaire, complet et méthodique d'écomonie rurale";"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=l3tBAAAAcAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=l3tBAAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"78";"Cours de culture et de naturalisation des végétaux";NA;"1827";NA;614;"BOOK";"";"NOT_MATURE";FALSE;"0.0.1.0.full.1";"fr";"http://books.google.fr/books?id=2XY7AAAAcAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=78&source=gbs_api";"https://play.google.com/store/books/details?id=2XY7AAAAcAAJ&source=gbs_api";"https://market.android.com/details?id=book-2XY7AAAAcAAJ";NA;"André Thouin";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=2XY7AAAAcAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=2XY7AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"79";"Un équilibre perdu";"Presses Univ Blaise Pascal";"1996";NA;384;"BOOK";"Agricultural innovations";"NOT_MATURE";FALSE;"0.0.1.0.preview.1";"fr";"http://books.google.fr/books?id=jZ7uxkmWFDwC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=79&source=gbs_api";"http://books.google.fr/books?id=jZ7uxkmWFDwC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Un_%C3%A9quilibre_perdu.html?hl=&id=jZ7uxkmWFDwC";"évolution démographique, économique et sociale du monde paysan dans le Cantal au XIXe siècle";"Laurent Wirth";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=jZ7uxkmWFDwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=jZ7uxkmWFDwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"80";"Nous labourons";NA;"2007";"Technik - Volkskunde - Ackerbau - Pflug - Pflügen - Bodenbearbeitung.";399;"BOOK";"Agricultural implements";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=C5kSAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=80&source=gbs_api";"http://books.google.fr/books?id=C5kSAQAAIAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Nous_labourons.html?hl=&id=C5kSAQAAIAAJ";"actes du colloque Technique de travail de la terre, hier et aujourd'hui, ici et là-bas, [Nantes, Nozay, Châteaubriant 25-28 octobre 2006]";"René Bourrigaud,François Sigaut";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=C5kSAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=C5kSAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"81";"Gabon";"Editions L'Harmattan";"2001";"Traite de l'agriculture paysanne et familiale gabonaise en concluant sur la necessité de revoir l'environnement institutionnel lié au développement rural.";199;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.1.0.preview.0";"fr";"http://books.google.fr/books?id=mBTtAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=81&source=gbs_api";"http://books.google.fr/books?id=mBTtAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Gabon.html?hl=&id=mBTtAAAAMAAJ";"l'agriculture dans une économie de rente pétrolière";"Aimé Dieudonné Mianzenza";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=mBTtAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=mBTtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"82";"Déforestation et systèmes agraires à Madagascar";"Editions Quae";"2003";NA;210;"BOOK";"Deforestation";"NOT_MATURE";FALSE;"0.0.1.0.preview.1";"en";"http://books.google.fr/books?id=JAzrjHXoMNgC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=82&source=gbs_api";"http://books.google.fr/books?id=JAzrjHXoMNgC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/D%C3%A9forestation_et_syst%C3%A8mes_agraires_%C3%A0.html?hl=&id=JAzrjHXoMNgC";"les dynamiques des tavy sur la côte orientale";"Sigrid Aubert,Serge Razafiarison,Alain Bertrand";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=JAzrjHXoMNgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=JAzrjHXoMNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"83";"Applications de la recherche opérationnelle";NA;"1993";"Programmation lineaire et planification agricole. Les risques en agriculture: modeles de decision pour les situations a risque. Calcul du risque du manque d'eau dans l'agriculture irriguee.";202;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=0PRHAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=83&source=gbs_api";"http://books.google.fr/books?id=0PRHAAAAYAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Applications_de_la_recherche_op%C3%A9rationn.html?hl=&id=0PRHAAAAYAAJ";"problèmes de l'agriculture dans les pays en voie de développement";"C. Schweigman,Willem K. Klein Haneveld";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=0PRHAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=0PRHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"84";"Cours d'agriculture";NA;"1848";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.2.2.0.full.1";"fr";"http://books.google.fr/books?id=byFEAAAAYAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=84&source=gbs_api";"https://play.google.com/store/books/details?id=byFEAAAAYAAJ&source=gbs_api";"https://market.android.com/details?id=book-byFEAAAAYAAJ";NA;"Adrien-Etienne-Pierre comte de Gasparin";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=byFEAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=byFEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"85";"Le traitement des récoltes";NA;"2003";"Ethnoarchäologie - Agrargeschichte - Erntegerät.";524;"BOOK";"Agriculture, Prehistoric";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=lQjbAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=85&source=gbs_api";"http://books.google.fr/books?id=lQjbAAAAMAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Le_traitement_des_r%C3%A9coltes.html?hl=&id=lQjbAAAAMAAJ";"un regard sur la diversité du néolithique au présent : actes des Rencontres 17-19 octobre 2002";"Patricia C. Anderson";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=lQjbAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=lQjbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"86";"Bulletin des sciences agricoles et économiques";NA;"1825";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.full.1";"fr";"http://books.google.fr/books?id=UxY4AAAAYAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=86&source=gbs_api";"https://play.google.com/store/books/details?id=UxY4AAAAYAAJ&source=gbs_api";"https://market.android.com/details?id=book-UxY4AAAAYAAJ";"Quatrième section du Bulletin universal des sciences et de l'industrie";"A. Sénac,J. J. Jung";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=UxY4AAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=UxY4AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"87";"Retour des pénuries alimentaires ?";"Editions France Agricole";"2014-12-03";"La 4e de couv. indique : ""Au cours des prochaines décennies les besoins alimentaires de l'humanité vont continuer d'augmenter à un rythme rapide. La production agricole mondiale sera-t-elle en mesure de satisfaire l'ensemble de ces besoins ? Ce sera possible si les rendements des cultures continuent de croître comme ils ont pu le faire depuis un demi-siècle. Or l'augmentation des rendements repose sur un fragile équilibre entre les sols, le climat et les plantes, équilibre que les agriculteurs ont pour mission de gérer au mieux. Mais de multiples facteurs de changements risquent d'intervenir et de remettre en cause la progression de la production. Il peut en résulter un déséquilibre entre l'offre et la demande, source de hausse des prix agricoles. Pour éviter d'éventuelles catastrophes politiques et sociales, les gouvernements seront alors contraints de repenser complètement leurs politiques agricoles.""";141;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"preview-1.0.0";"fr";"http://books.google.fr/books?id=E6_irQEACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=87&source=gbs_api";"http://books.google.fr/books?id=E6_irQEACAAJ&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Retour_des_p%C3%A9nuries_alimentaires.html?hl=&id=E6_irQEACAAJ";"un nouveau défi : nourrir 9,5 miliards de personnes en 2050";"André Neveu,Guy Paillotin";NA;NA;FALSE;FALSE;"http://books.google.com/books/content?id=E6_irQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api";"http://books.google.com/books/content?id=E6_irQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api";NA;NA
"88";"La nouvelle maison rustique ou économie générale de tous les biens de campagne";NA;"1777";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.full.1";"fr";"http://books.google.fr/books?id=lywVAAAAQAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=88&source=gbs_api";"https://play.google.com/store/books/details?id=lywVAAAAQAAJ&source=gbs_api";"https://market.android.com/details?id=book-lywVAAAAQAAJ";"la manière de les entretenir et de les multiplier";"Louis Liger";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=lywVAAAAQAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=lywVAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"89";"La petite maison rustique, ou cours théorique et pratique d'agriculture, d'economie rurale et domestique ...";NA;"1802";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"full-1.0.0";"fr";"http://books.google.fr/books?id=ux0DFTFXCXUC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=89&source=gbs_api";"https://play.google.com/store/books/details?id=ux0DFTFXCXUC&source=gbs_api";"https://market.android.com/details?id=book-ux0DFTFXCXUC";NA;"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=ux0DFTFXCXUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=ux0DFTFXCXUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"90";"Destins paysans et politiques agraires en Afrique centrale: La liquidation du ""monde paysan"" congolais";"Editions L'Harmattan";"1989";NA;208;"BOOK";"Africa, Central";"NOT_MATURE";FALSE;"0.6.0.0.preview.1";"fr";"http://books.google.fr/books?id=XUNhgISvjbYC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=90&source=gbs_api";"http://books.google.fr/books?id=XUNhgISvjbYC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Destins_paysans_et_politiques_agraires_e.html?hl=&id=XUNhgISvjbYC";NA;"André Guichaoua";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=XUNhgISvjbYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=XUNhgISvjbYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"91";"Une terre à cultiver";"Editions L'Harmattan";"2004";NA;227;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.3.0.0.preview.1";"fr";"http://books.google.fr/books?id=7b1PnowPo9cC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=91&source=gbs_api";"http://books.google.fr/books?id=7b1PnowPo9cC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Une_terre_%C3%A0_cultiver.html?hl=&id=7b1PnowPo9cC";"pour un contrat agriculturel";"Philippe Prévost";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=7b1PnowPo9cC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=7b1PnowPo9cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"92";"Produire et préserver l'environnement";"Editions L'Harmattan";"1990";NA;203;"BOOK";"Agricultural pollution";"NOT_MATURE";FALSE;"0.1.0.0.preview.1";"fr";"http://books.google.fr/books?id=4RwGGZP1ORcC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=92&source=gbs_api";"http://books.google.fr/books?id=4RwGGZP1ORcC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Produire_et_pr%C3%A9server_l_environnement.html?hl=&id=4RwGGZP1ORcC";"quelles réglementations pour l'agriculture européenne?";"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=4RwGGZP1ORcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=4RwGGZP1ORcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"93";"L'impact des programmes d'ajustement structurel sur l'agriculture en Afrique";"Food & Agriculture Org.";"1994";NA;125;"BOOK";"Afrique";"NOT_MATURE";FALSE;"0.0.1.0.preview.1";"fr";"http://books.google.fr/books?id=cbH-T8vZVQAC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=93&source=gbs_api";"http://books.google.fr/books?id=cbH-T8vZVQAC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/L_impact_des_programmes_d_ajustement_str.html?hl=&id=cbH-T8vZVQAC";"guide pour l'évaluation et le suivi";"Michel Labonne";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=cbH-T8vZVQAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=cbH-T8vZVQAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"94";"Droits fonciers et accès à l'eau au Sahel";"IIED";"2006";NA;100;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"1.1.0.0.preview.1";"fr";"http://books.google.fr/books?id=C1OY9m-3qDAC&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=94&source=gbs_api";"http://books.google.fr/books?id=C1OY9m-3qDAC&dq=subject:Agriculture&hl=&as_pt=BOOKS&source=gbs_api";"https://books.google.com/books/about/Droits_fonciers_et_acc%C3%A8s_%C3%A0_l_eau_au_Sa.html?hl=&id=C1OY9m-3qDAC";"défis et perspectives pour l'agriculture et l'élevage";"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=C1OY9m-3qDAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=C1OY9m-3qDAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"95";"Annales de la Société d'agriculture, sciences, arts et belles-lettres du département d'Indre-et-Loire";NA;"1842";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"full-1.0.0";"fr";"http://books.google.fr/books?id=o4EDAAAAMAAJ&pg=PP1&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=95&source=gbs_api";"https://play.google.com/store/books/details?id=o4EDAAAAMAAJ&source=gbs_api";"https://market.android.com/details?id=book-o4EDAAAAMAAJ";NA;"Société d'agriculture, sciences, arts et belles-lettres du département d'Indre-et-Loire, Tours";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=o4EDAAAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=o4EDAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"96";"Memoire sur les défrichemens";NA;"1760";NA;324;"BOOK";"Technology & Engineering";"NOT_MATURE";FALSE;"0.1.0.0.full.1";"fr";"http://books.google.fr/books?id=4kgMAAAAYAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=96&source=gbs_api";"https://play.google.com/store/books/details?id=4kgMAAAAYAAJ&source=gbs_api";"https://market.android.com/details?id=book-4kgMAAAAYAAJ";NA;"Turbilly (marquis de)";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=4kgMAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=4kgMAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"97";"Vocabulaire portatif d'agriculture, d'économie rurale et domestique, de médicine de l'homme et des animaux, de botanique ...";NA;"1810";NA;463;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.0.0.full.1";"fr";"http://books.google.fr/books?id=S-RBAAAAIAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=97&source=gbs_api";"https://play.google.com/store/books/details?id=S-RBAAAAIAAJ&source=gbs_api";"https://market.android.com/details?id=book-S-RBAAAAIAAJ";"ouvrage utile aux cultivateurs ...";"Charles Sigisbert Sonnini,Veillard (writer on agriculture),Étienne Chevalier";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=S-RBAAAAIAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=S-RBAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";NA;NA
"98";"Tableau des États-Unis de l'Amérique";NA;"1816";NA;175;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.0.1.0.full.1";"fr";"http://books.google.fr/books?id=vIM-AAAAcAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=98&source=gbs_api";"https://play.google.com/store/books/details?id=vIM-AAAAcAAJ&source=gbs_api";"https://market.android.com/details?id=book-vIM-AAAAcAAJ";"au commencement du XIXe. siècle";"J.-Esprit Bonnet";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=vIM-AAAAcAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=vIM-AAAAcAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
"99";"Journal de l'agriculture, du commerce et des finances";NA;"1765";NA;NA;"BOOK";"Agriculture";"NOT_MATURE";FALSE;"0.1.1.0.full.1";"fr";"http://books.google.fr/books?id=kXQRAAAAYAAJ&printsec=frontcover&dq=subject:Agriculture&hl=&as_pt=BOOKS&cd=99&source=gbs_api";"https://play.google.com/store/books/details?id=kXQRAAAAYAAJ&source=gbs_api";"https://market.android.com/details?id=book-kXQRAAAAYAAJ";NA;"";NA;NA;FALSE;TRUE;"http://books.google.com/books/content?id=kXQRAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api";"http://books.google.com/books/content?id=kXQRAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api";FALSE;FALSE
