"","text","genre"
"11","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Harry Bosch, retraité du LAPD malgré lui, tente de tuer le temps en remontant une vieille Harley lorsque Mickey Haller, son demi-frère avocat de la défense, lui demande de l'aide. Il ne voit en effet que Bosch pour l'aider à innocenter Da’Quan Foster, un ex-membre de gang accusé d'avoir battu à mort la directrice adjointe des services municipaux de West Hollywood. Même si la preuve est accablante, Haller en est sûr, son client est innocent. Un dilemme pour Harry  : passer du côté de la défense quand on a travaillé avec passion pour la police de Los Angeles toute sa vie ? Tout simplement impensable…  Bosch de l’autre côté du miroir  ? Peut-être, mais toujours aussi intuitif, entêté, efficace.  Bruno Corty, Le Figaro littéraire.Michael Connelly nous embarque et nous régale.  Catherine Balle, Le Parisien.C’est noir, très noir. Une fois de plus, Los Angeles se révèle être le territoire du diable.  Gérard Guégan, Sud Ouest.Traduit de l’anglais par Robert Pépin       
    
  
  
  
  
  
  
  

  
  ","Policier"
"12","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           À Varsovie, au cœur de l'hiver, l'inspecteur Mortka est appelé sur le lieu d'un incendie. Dans les ruines fumantes, on découvre le corps de Jan Kameron, un businessman qui fraye parfois avec la mafia. Sa femme, Klaudia, lutte pour sa vie à l'hôpital. Mortka aimerait croire à un accident, mais il lui faut se rendre à l'évidence : un pyromane sévit dans les rues de la capitale, balançant des cocktails Molotov par les cheminées et semant la mort sur son passage.Il faudra toute la ténacité de Mortka pour mener à bien une enquête où les fausses pistes abondent. Sans compter sa hiérarchie qui lui colle une profileuse dans les pattes, et le comportement suspect de son adjoint porté sur la boisson.    Un livre sombre et âpre, plein de mystères. Le polar polonais a désormais sa star.  Philippe Blanchet, Le Figaro.  Porté par une intrigue percutante et une galerie de personnages bien trempés, Pyromane tient ses promesses.  Estelle Lenartowicz, Lire.Traduit du polonais par Erik Veaux.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"13","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           «  Bonjour, Eden. Tu me manques. On peut se parler ? Appelle-moi.  »Il est tard lorsque Eden, jeune éditrice new-yorkaise, reçoit ce message de sa mère, Tara. Leurs relations sont distantes depuis que celle-ci a refait sa vie avec un séduisant diplômé de Harvard, Flynn Darby, de treize ans son cadet. Pour lui, Tara a tout quitté et ils ont eu un enfant, Jeremy, atteint d'une maladie génétique très grave. En décidant de ne pas répondre, Eden n'imagine pas un instant qu'elle n'entendra plus jamais la voix de sa mère : le lendemain, Tara se suicide après avoir tué Jeremy. Rongée par la culpabilité, Eden est prête à tout pour connaître la vérité.  Patricia MacDonald explore les fêlures intimes et prouve une nouvelle fois qu’elle maîtrise parfaitement le suspense psychologique. Version femina.       
    
  
  
  
  
  
  
  

  
  ","Policier"
"14","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Elle était l’un des secrets les mieux gardés – et des plus obscurs – d’une agence américaine qui ne portait même pas de nom. Son expertise était exceptionnelle et unique. Et puis, du jour au lendemain, on décida l’éliminer au plus vite… Après quelques années de clandestinité, son ancien responsable lui propose d’effacer la cible dessinée sur son dos. Dernière mission… ou dernière trahison  ?Alors que sa vie ne tient plus qu’à un fil, un homme que tout devrait éloigner d’elle va bouleverser ses certitudes. Comment survivre à une traque impitoyable quand on n’est plus seule  ?Dans ce roman palpitant et original, Stéphanie Meyer a imaginé une nouvelle héroïne aussi émouvante que fascinante. Avec La Chimiste, elle révèle encore une fois tout le talent qui la place parmi les auteurs les plus reconnus au monde.  Un thriller haletant.  Laëtitia Reboulleau, Cosmopolitan.  Traduit de l’anglais (États-Unis) par Dominique Defert et Carole Delporte.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"15","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
             Léandre a une femme qui le déteste et deux filles qui le méprisent. Lorsqu'il rentre chez lui après le travail, s'il n'a pas fait un détour par le bistrot du coin, il s'efforce d'opposer le silence à la mauvaise foi, l'indifférence à la méchanceté. Un matin, son existence bascule. Il trouve dans le courrier une enveloppe qui contient assez d'argent pour changer la vie d'un homme.Madison a un prénom de fille. Avec Momo, son ami de toujours, ils règlent leur compte à ceux qui osent se moquer. Entre les coups de son père et ceux de la vie, Madison rêve de quitter   la cité. Un jour, Momo et lui tombent sur un cadavre. À son côté, un sac de sport rempli de billets. De quoi s'offrir une seconde chance.Et vous, que feriez-vous si vous pouviez changer de vie ?  Un thriller plein de rebondissements dans lequel se mêlent violence, revanche et amitié, le tout dans un style et une écriture de toute beauté. Antoine Rutti, L’Express (Suisse).       
    
  
  
  
  
  
  
  

  
  ","Policier"
"16","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Au décès de son père, Carl Martin hérite d'une maison dans un quartier cossu de Londres. Jeune écrivain, Carl a besoin d'argent et décide de mettre en location le dernier étage. Première erreur. Il a  conservé de son père une collection de vieux « remèdes », dont un lot douteux de gélules amaigrissantes. Quand il en   vend à sa meilleure amie et qu'on la retrouve morte quelques jours plus tard, Carl commet sa deuxième erreur. Et ce ne sera malheureusement pas la dernière.Un suspense psychologique sur la lente descente aux enfers d'un homme comme les autres. Du moins, en apparence.  Un des meilleurs romans de Ruth Rendell. Vous n'allez pas le lâcher !  Stephen King.  Rendell n’avait pas son pareil pour précipiter les névrosés nés de sa plume dans des situations dramatiques encore aggravées par les quiproquos qu’elle s’ingéniait à glisser sous leurs pas. François Rivière, Le Figaro littéraire.       
    
  
  
  
  
  
  
  

  
  ","Policier"
"17","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
             À peine quadragénaire, le commissaire Amaury Marsac a l'impression de porter mille ans de noirceur sur ses épaules. Vingt ans qu’il côtoie le mal dans ses manifestations les plus sombres. Il n'en peut plus. Il fuit Paris et part se ressourcer dans le village de ses origines. Mais alors qu'il renoue avec Elsa, son amour de jeunesse, une vieille dame est retrouvée morte chez elle, égorgée et tondue. La victime, c'est Marianne, une figure bienveillante de son passé. Horrifié, Marsac s'impose dans l'enquête. De nouveau happé par les coulisses obscures de l'âme humaine, il va devoir démêler passions amoureuses et superstitions, blessures de l'enfance et cicatrices de l'Histoire jamais refermées.Un premier roman à la voix originale et finement maîtrisée.  Un polar tout en atmosphère pesante et moments angoissants. Christilla Pelle -Doue l, Psychologies magazine.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"18","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le soir du réveillon, le commissaire Bloom quitte son bureau du Quai des Orfèvres vers 19 h 30. Rentré chez lui, allongé sur son canapé, il savoure la meilleure compagnie qui soit  : une bouteille de gin, un bon livre et des sonates de Bach. Mais un appel téléphonique ne tarde pas à interrompre ce moment idyllique : le lieutenant Crusson l’informe qu’une prostituée transsexuelle a été retrouvée morte à Belleville, maquillée et vêtue d'un somptueux costume de l'Opéra de Pékin.Que signifie cette mise en scène ? À qui s'adresse-t-elle ?Les cadavres de divas travesties commencent à s'additionner dans les rues de Paris. Alors que ses supérieurs privilégient la piste du règlement de comptes entre mafias chinoises, Bloom en flaire une autre. Qui pourrait bien le mener jusqu'aux plus hautes sphères de l'État...      C’est vif, bien mené, et sans doute inspiré d’une certaine réalité.  L’Obs.  Un polar haletant.  RTL.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"19","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Moe, 26 ans, hagarde, épuisée, son nourrisson dans les bras, est amenée de force dans un centre d'accueil pour déshérités, surnommé « la Casse ». La Casse, c'est une ville de miséreux logés dans des carcasses de voitures brisées et posées sur cales. Chaque épave est attribuée à une personne. Pour Moe, une 306 grise. Plus de sièges arrière, deux couvertures, et voilà leur logement, à elle et au petit.Au milieu de l'effondrement de sa vie, un coup de chance, enfin : dans sa ruelle, cinq femmes s'épaulent pour affronter ensemble la noirceur du quartier. Elles vont les adopter elle et son fils. Leur force, c'est leur cohésion, leur lucidité. Si une seule y croit encore, alors il leur reste à toutes une chance de s'en sortir. Mais à quel prix ?  Le goût profond de Sandrine Collette des atmosphères sombres, l’évocation hypersensible de la solidarité de ces femmes concourent à la réalisation sans merci d’une fresque à couleur d’apocalypse. L’Humanité.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"20","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Luce Lemay prend la fuite après un braquage et perd le contrôle de sa voiture. Il renverse un landau, le bébé est tué sur le coup. Trois ans plus tard, il sort de prison et revient dans sa ville natale  : La Harpie, Illinois. Il y retrouve Junior Breen, un ami ex-taulard, colosse au grand cœur. Tous deux s'efforcent de rester sur le droit chemin, mais les choses se gâtent quand Luce tombe amoureux de Charlene, harcelée par son ex-fiancé, et tournent à l'aigre quand les rednecks du coin apprennent leur passé criminel. Luce et Junior parviendront-ils à échapper à la violence qui semble les poursuivre  ?    Une reconstitution impressionnante de l’atmosphère d’une petite ville fermée sur elle-même, où les trajectoires se dessinent dès l’enfance sans que rien ne puisse les faire dévier. Alain Nicolas, L’Humanité.Un roman profond sur la culpabilité et l’absolution. Arnaud Gonzague, L’Obs.Un nouvel auteur américain à suivre.  Marianne.  Traduit de l’anglais (États-Unis) par Morgane Saysana.       
    
  
  
  
  
  
  
  

  
  ","Policier"
"21","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Panique à Paris. La peste est de retour ! Voltaire aussi. Une maladie mystérieuse affole la capitale, et voilà notre philosophe poursuivi par les policiers, par les médecins, par un étrange Anglais nommé Hyde, et par son frère Armand, religieux intransigeant avec qui on le confond sans cesse. Tandis que Voltaire s'efforce de répandre ses lumières sur les populations effrayées, la police continue de penser qu’il est responsable du chaos ambiant.Nous voici à nouveau embarqués dans une réjouissante aventure du philosophe le plus pétulant de l'histoire de France, plein d'esprit et de férocité pour ses contemporains, enquêteur égocentrique, jamais à court d'idées, et toujours là pour faire éclater la vérité.       
    
  
  
  
  
  
  
  

  
  ","Policier"
"22","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           «  La piste indienne que j’avais choisie, celle du roman, demande un temps long, des dizaines d’heures de travail “debout” avant de s'asseoir pour écrire la première page. Plusieurs obstacles s’opposaient encore à mon nouveau projet  : la logistique, le financement du voyage, le service militaire.  »  De la Nouvelle-Zélande à l'Australie en passant par l'Indonésie, la Jordanie, le Chili ou les États-Unis, un carnet de route très rock, l'autoportrait en noir et blanc de Caryl Férey, chantre du thriller engagé, avec qui la réalité devient fiction survoltée.  Haka, Zulu, Mapuche. Des récits percutants dont il raconte la genèse, pour la première fois, au fil des pérégrinations qui les ont vus naître.  Julie Malaure, Le Point.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"23","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           1911. Geoffrey Staddon, un jeune et talentueux architecte, vient de concevoir une magnifique demeure, Clouds Frome. En travaillant sur ce projet, il est tombé fou amoureux de l’épouse de son commanditaire, Consuela Caswell. Alors que les amants projettent de vivre ensemble, Geoffrey abandonne finalement la jeune femme à son triste sort, préférant se consacrer pleinement à ses ambitions professionnelles.1923. Geoffrey apprend par un article de presse que Consuela Caswell est accusée de meurtre et risque la peine capitale. Bouleversé par cette nouvelle qui réveille bien des fantômes et ravive son sentiment de culpabilité, il décide de retourner à Clouds Frome. Il ne sait pas encore que ce qu’il va y découvrir  bouleversera son existence.  Tombant dans tous les pièges posés par des personnages plus machiavéliques les uns que les autres, vous ne pourrez plus lâcher ce livre une fois que vous l’aurez ouvert.  Yves Quitté, France Dimanche.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"24","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Par le plus grand des hasards, Hercule Poirot se trouve dans la voiture de l’Orient-Express – ce train de luxe qui traverse l’Europe – où un crime féroce a été commis.Une des plus difficiles et des plus délicates enquêtes commence pour le fameux détective belge.Autour de ce cadavre, trop de suspects, trop d’alibis.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"25","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Scott Manson est l'entraîneur du club de football de London City. Les joueurs l'adorent ; ses patrons lui font confiance. Le jour où un homme est retrouvé mort dans les tribunes, pendant un match à domicile, Manson doit agir. Le propriétaire du City, un milliardaire ukrainien, veut que l'affaire soit résolue au plus vite et le plus discrètement possible. Pas facile quand la victime est le célèbre manager de ce même club... Scott Manson est chargé de mener l'enquête avant que la presse people ne s'empare de l'affaire. Et que le tueur ne frappe à nouveau.Premier tome de la nouvelle série de l’auteur de La Trilogie berlinoise, Le Mercato d’hiver nous plonge dans un monde où l'adrénaline peut pousser aux pires excès...  Faute d’avoir la foi footballistique, vous serez converti par ce polar spirituel qui a l’art de vous garder jusqu’au bout dans ses filets. François Lestavel, Paris Match.Un humour et une science du jeu fort british. Marianne Payot, L’Express.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"26","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Scott Manson est l'entraîneur du club de football de London City. Les joueurs l'adorent ; ses patrons lui font confiance. Le jour où un homme est retrouvé mort dans les tribunes, pendant un match à domicile, Manson doit agir. Le propriétaire du City, un milliardaire ukrainien, veut que l'affaire soit résolue au plus vite et le plus discrètement possible. Pas facile quand la victime est le célèbre manager de ce même club... Scott Manson est chargé de mener l'enquête avant que la presse people ne s'empare de l'affaire. Et que le tueur ne frappe à nouveau.Premier tome de la nouvelle série de l’auteur de La Trilogie berlinoise, Le Mercato d’hiver nous plonge dans un monde où l'adrénaline peut pousser aux pires excès...  Faute d’avoir la foi footballistique, vous serez converti par ce polar spirituel qui a l’art de vous garder jusqu’au bout dans ses filets. François Lestavel, Paris Match.Un humour et une science du jeu fort british. Marianne Payot, L’Express.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"27","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Les 5 romans cultes d'Agatha Christie enfin réunis.  Une fabrication spéciale et un tirage limité qui en font un cadeau de Nöel idéal : boîte cartonnée avec découpe, pantone, fer à dorer et jaspage noir.Dix petits nègresCinq petits cochonsLe Crime du golfMort sur Le NilLe meurtre de Roger Ackroyd     
    
  
  
  
  
  
  
  

  
  ","Policier"
"28","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Désespéré, Ted McKay est sur le point de se tirer une balle dans le crâne lorsque, le destin s’en mêlant, un visiteur sonne à sa porte. Et insiste. Puis Ted aperçoit sur son bureau, rédigé de sa propre main, un message on ne peut plus explicite  : Ouvre la porte. C’est ta dernière chance. Sauf qu’il ne se souvient absolument pas avoir écrit ces mots. Intrigué, il ouvre à l’inconnu, un certain Justin Lynch. Et ce dernier propose à Ted de maquiller son suicide en meurtre, une offre séduisante qui permettrait d’épargner un peu sa femme et ses filles. Mais qui est vraiment ce Lynch  ? Et quelles sont ses conditions  ?Mise en abîme impressionnante à la logique implacable et véritable labyrinthe psychologique, L’Opossum rose hisse d’entrée de jeu son auteur aux côtés de John Irving et de Stephen King.  Federico Axat manipule avec talent et nous offre ici un véritable page-turner.  Marc Fernandez, LCI.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"29","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le corps d’un explorateur, affreusement mutilé, est livré aux chacals sur la Côte des squelettes. Qui a voulu l’empêcher d’envoyer son rapport sur les terres rares  ? Les multinationales chinoises et américaines qui se battent pour exploiter la région  ? Ou ces survivalistes un peu fous, prêts à tout pour conserver une terre blanche et intacte  ? Embarqués à bord d’un safari-enquête à travers la Namibie, ses dunes rouges et son célèbre parc d’Etosha, Kali Grant et son frère Odys s’enfoncent dans les sables mouvants d’une guerre économique sans merci.Derrière ce nom d’emprunt se cache une personnalité bien informée qui souhaite garder l’anonymat. Cette série lui permet de partager des confidences sur des événements bien réels grâce à la fiction.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"30","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Usé par des années de lutte stérile contre le crime, le commissaire Yeruldelgger a quitté la police d'Oulan-Bator. Plantant sa yourte dans les immensités du désert de Gobi, il veut renouer avec les traditions de ses ancêtres. Mais sa retraite sera de courte durée.Deux étranges cavalières vont le plonger dans une aventure sanglante qui les dépasse tous. Éventrée par les pelleteuses des multinationales, spoliée par les affairistes, ruinée par la corruption, la Mongolie des nomades et des chamanes semble avoir vendu son âme au diable.Des steppes arides au cœur de Manhattan, du Canada à l'Australie, Ian Manook fait souffler sur le polar un vent plus noir et plus sauvage que jamais.    Une troisième enquête – la plus aboutie – chargée, comme la vie, d’une bonne dose de violence, d’humour et de sexe.  Julie Malaure, Le Point.  Un épisode réussi qui conclut en beauté cette trilogie alliant l’amour des mots et celui des grands espaces.  Jérôme Béalès, La Vie.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"31","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           New York, 2009. Pourquoi sa mère a-t-elle souhaité être enterrée au cimetière d'Union City ? Leonard Parker n'en a aucune idée. Pourtant, il sent que l'heure est venue d'éclaircir le brouillard qui entoure ses origines.La Havane, 1959. Le destin réunit Dolores et Camilo, la première est l'héritière d'une fortune liée au dictateur Batista, le second est un guérillero héroïque, compagnon de Fidel Castro. Des années après leur énigmatique disparition, un visage familier dans les rues de La Havane va réveiller les fantômes de ces amants de la  revolución.  Une folle histoire d’amour, une enquête dangereuse et des allers-retours haletants entre La Havane de 1959 et celle d’aujourd’hui. Isabelle Potel, Figaro Madame.Un grand livre intimiste balayé par les vents de l’Histoire. Une réussite. Gérard de Cortanze, Historia.       
    
  
  
  
  
  
  
  

  
  ","Policier"
"32","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Des déserts glacés du Dakota du Sud à son ancien bureau de la 110e unité de police de Washington  DC, la route est longue et semée d’embûches pour Jack Reacher. Mais, après avoir expédié au tapis deux individus qui lui conseillaient de filer s’il ne voulait pas être traduit en cour martiale, Reacher, intrigué et séduit, pousse enfin la porte du bureau de celle dont il ne connaît que la voix, le major Susan Turner. Et là, surprise  : il tombe sur le lieutenant-colonel Morgan qui l’informe que celle qu’il cherche n’est plus là. Et qu’il est, lui, accusé d’avoir tué un dénommé Juan Rodriguez seize ans plus tôt.Pendant ce temps, «  Romeo  » appelle «  Juliet » pour suivre pas à pas les faits et gestes de Reacher. Ils savent qu’il va tout faire pour retrouver Susan Turner.  Sans doute le meilleur de la série à emporter sur une île déserte. L’intrigue est exceptionnellement bien conçue et les surprises renversantes.  The New York Times.     
    
  
  
  
  
  
  
  

  
  ","Policier"
"33","
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           John Rebus est de retour officiellement à la Criminelle. Seul bémol : il a été rétrogradé sergent et doit travailler sous les ordres de son ancienne disciple Siobhan Clarke. Ils sont tous les deux en train d’enquêter sur une affaire a priori simple d’accident de voiture lorsqu’ils apprennent que le ministère public a décidé d’exhumer du passé de Rebus une histoire vieille de trente ans. À l’époque, l’équipe dont il faisait partie avait été accusée de falsification de preuves dans une affaire criminelle. Le service des plaintes, l’hypercorrect Malcolm Fox en tête, est saisi du dossier. Rebus est sur la corde raide. Il ne sait pas s’il peut faire confiance à Fox et, pourtant, il va avoir besoin de son aide. Quand on réveille un vieux chien aigri, il vaut mieux être bien préparé...Un grand Rebus sur fond de référendum sur l’indépendance de l’Écosse.  Une double enquête minutieuse.  Christine Ferniot, L’Express.     
    
  
  
  
  
  
  
  

  
  ","Policier"
